Format Version,1.23,Take Name,Take 2023-12-12 11.00.19 AM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-12-12 11.00.19.349 ,Total Frames in Take,1430,Total Exported Frames,1430,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
246,2.460000,,,,,,,,-0.050476,-0.116565,-0.128061,-0.983598,1.631558,-0.304848,-1.154061
247,2.470000,,,,,,,,-0.055525,-0.098593,-0.121439,-0.986128,1.632404,-0.305200,-1.154564
248,2.480000,,,,,,,,-0.049124,-0.099279,-0.118821,-0.986718,1.632847,-0.304949,-1.156433
249,2.490000,,,,,,,,-0.054865,-0.131120,-0.129688,-0.981314,1.631824,-0.304651,-1.159747
250,2.500000,,,,,,,,-0.055129,-0.123506,-0.131662,-0.982025,1.631932,-0.304493,-1.160285
251,2.510000,,,,,,,,-0.055771,-0.124000,-0.130987,-0.982016,1.632093,-0.304492,-1.161698
252,2.520000,,,,,,,,-0.057738,-0.100069,-0.120106,-0.986016,1.633198,-0.305028,-1.161973
253,2.530000,,,,,,,,-0.052714,-0.102279,-0.118669,-0.986244,1.633694,-0.304874,-1.163861
254,2.540000,,,,,,,,-0.055308,-0.102588,-0.118530,-0.986087,1.633772,-0.305020,-1.165225
255,2.550000,0.326344,0.501732,0.134703,-0.789696,1.633930,-0.304908,-1.167885,,,,,,,
256,2.560000,0.325858,0.501496,0.135113,-0.789977,1.634000,-0.305190,-1.169142,,,,,,,
257,2.570000,,,,,,,,-0.057988,-0.123472,-0.132202,-0.981792,1.633016,-0.305361,-1.170449
258,2.580000,0.322196,0.506326,0.134455,-0.788508,1.633677,-0.305891,-1.170460,,,,,,,
259,2.590000,0.324778,0.489395,0.139486,-0.797217,1.634385,-0.306863,-1.172782,,,,,,,
260,2.600000,0.324971,0.488648,0.139090,-0.797666,1.634315,-0.307350,-1.174121,,,,,,,
261,2.610000,0.324052,0.485852,0.141274,-0.799362,1.634173,-0.307807,-1.175554,,,,,,,
262,2.620000,,,,,,,,,,,,,,
263,2.630000,,,,,,,,-0.060005,-0.106686,-0.118301,-0.985405,1.633382,-0.308181,-1.177698
264,2.640000,0.324389,0.484788,0.141843,-0.799770,1.633692,-0.308986,-1.179263,,,,,,,
265,2.650000,,,,,,,,,,,,,,
266,2.660000,,,,,,,,-0.055930,-0.109613,-0.114258,-0.985800,1.633154,-0.309558,-1.181625
267,2.670000,,,,,,,,-0.057347,-0.109306,-0.112894,-0.985910,1.632866,-0.310061,-1.182711
268,2.680000,0.330751,0.483438,0.142702,-0.797827,1.632990,-0.311031,-1.183946,,,,,,,
269,2.690000,0.329340,0.481818,0.142728,-0.799385,1.632970,-0.311490,-1.185256,,,,,,,
270,2.700000,,,,,,,,-0.059854,-0.134215,-0.125530,-0.981145,1.631322,-0.311218,-1.186900
271,2.710000,,,,,,,,-0.055287,-0.140226,-0.128499,-0.980188,1.631493,-0.311811,-1.187264
272,2.720000,,,,,,,,-0.050096,-0.125432,-0.117815,-0.983807,1.632088,-0.312644,-1.187353
273,2.730000,,,,,,,,,,,,,,
274,2.740000,0.329576,0.473249,0.136115,-0.805536,1.632246,-0.313324,-1.189338,,,,,,,
275,2.750000,0.328925,0.472777,0.136813,-0.805961,1.632059,-0.313516,-1.190136,,,,,,,
276,2.760000,,,,,,,,-0.048176,-0.128037,-0.113486,-0.984076,1.631636,-0.313545,-1.190822
277,2.770000,,,,,,,,,,,,,,
278,2.780000,,,,,,,,,,,,,,
279,2.790000,,,,,,,,,,,,,,
280,2.800000,,,,,,,,,,,,,,
281,2.810000,0.331689,0.472919,0.141107,-0.804002,1.631569,-0.314040,-1.193581,,,,,,,
282,2.820000,,,,,,,,,,,,,,
283,2.830000,,,,,,,,,,,,,,
284,2.840000,,,,,,,,,,,,,,
285,2.850000,,,,,,,,,,,,,,
286,2.860000,,,,,,,,,,,,,,
287,2.870000,,,,,,,,,,,,,,
288,2.880000,,,,,,,,,,,,,,
289,2.890000,,,,,,,,,,,,,,
290,2.900000,,,,,,,,,,,,,,
291,2.910000,,,,,,,,,,,,,,
292,2.920000,,,,,,,,,,,,,,
293,2.930000,,,,,,,,,,,,,,
294,2.940000,,,,,,,,,,,,,,
295,2.950000,,,,,,,,,,,,,,
296,2.960000,,,,,,,,,,,,,,
297,2.970000,,,,,,,,,,,,,,
298,2.980000,,,,,,,,,,,,,,
299,2.990000,,,,,,,,,,,,,,
300,3.000000,,,,,,,,,,,,,,
301,3.010000,,,,,,,,,,,,,,
302,3.020000,,,,,,,,,,,,,,
303,3.030000,,,,,,,,,,,,,,
304,3.040000,,,,,,,,,,,,,,
305,3.050000,,,,,,,,,,,,,,
306,3.060000,,,,,,,,,,,,,,
307,3.070000,,,,,,,,,,,,,,
308,3.080000,,,,,,,,,,,,,,
309,3.090000,0.330018,0.477753,0.144754,-0.801178,1.633591,-0.312541,-1.194938,,,,,,,
310,3.100000,0.328195,0.478500,0.146041,-0.801248,1.633798,-0.312610,-1.194623,,,,,,,
311,3.110000,,,,,,,,-0.066383,-0.110512,-0.110432,-0.985487,1.633655,-0.312386,-1.193687
312,3.120000,0.328392,0.479330,0.145327,-0.800801,1.634447,-0.312303,-1.193978,,,,,,,
313,3.130000,,,,,,,,-0.068919,-0.143409,-0.115657,-0.980463,1.633691,-0.311802,-1.195163
314,3.140000,,,,,,,,-0.068296,-0.143051,-0.115568,-0.980569,1.634070,-0.311656,-1.194886
315,3.150000,,,,,,,,-0.068752,-0.144386,-0.116635,-0.980215,1.634347,-0.311405,-1.194716
316,3.160000,0.327545,0.480337,0.144485,-0.800696,1.635869,-0.311426,-1.193148,,,,,,,
317,3.170000,,,,,,,,-0.068760,-0.143438,-0.117177,-0.980289,1.635093,-0.311134,-1.194262
318,3.180000,,,,,,,,-0.068094,-0.142908,-0.117329,-0.980395,1.635451,-0.311092,-1.194006
319,3.190000,,,,,,,,-0.065847,-0.141994,-0.120415,-0.980307,1.635647,-0.310850,-1.193815
320,3.200000,,,,,,,,-0.068358,-0.144032,-0.116796,-0.980276,1.636308,-0.311141,-1.193597
321,3.210000,,,,,,,,-0.067559,-0.142135,-0.116052,-0.980696,1.636862,-0.311192,-1.193301
322,3.220000,,,,,,,,-0.065144,-0.137934,-0.120036,-0.980980,1.637227,-0.311131,-1.193100
323,3.230000,,,,,,,,-0.065916,-0.138270,-0.120237,-0.980856,1.637675,-0.311188,-1.192903
324,3.240000,,,,,,,,-0.069779,-0.140370,-0.116832,-0.980703,1.638392,-0.311551,-1.192667
325,3.250000,0.325998,0.479784,0.144321,-0.801688,1.640044,-0.311938,-1.191274,,,,,,,
326,3.260000,,,,,,,,-0.068990,-0.141865,-0.117499,-0.980464,1.639453,-0.312027,-1.192351
327,3.270000,,,,,,,,-0.062307,-0.129357,-0.123592,-0.981891,1.639734,-0.311993,-1.191278
328,3.280000,,,,,,,,-0.064787,-0.130423,-0.122899,-0.981676,1.640474,-0.312455,-1.190799
329,3.290000,,,,,,,,-0.061820,-0.129357,-0.123317,-0.981956,1.641004,-0.312618,-1.190797
330,3.300000,,,,,,,,,,,,,,
331,3.310000,,,,,,,,,,,,,,
332,3.320000,0.326004,0.486636,0.145218,-0.797382,1.644760,-0.314259,-1.188898,,,,,,,
333,3.330000,,,,,,,,,,,,,,
334,3.340000,0.332231,0.489213,0.144531,-0.793350,1.646510,-0.315370,-1.188966,,,,,,,
335,3.350000,0.330223,0.485070,0.146979,-0.796277,1.647840,-0.316002,-1.188792,,,,,,,
336,3.360000,0.330478,0.489513,0.142936,-0.794186,1.648713,-0.316646,-1.188156,,,,,,,
337,3.370000,0.330908,0.489234,0.144230,-0.793944,1.649972,-0.316999,-1.187963,,,,,,,
338,3.380000,0.329292,0.485722,0.147099,-0.796243,1.651389,-0.317285,-1.187941,,,,,,,
339,3.390000,,,,,,,,,,,,,,
340,3.400000,,,,,,,,,,,,,,
341,3.410000,0.329805,0.491569,0.147112,-0.792431,1.654958,-0.318460,-1.186558,,,,,,,
342,3.420000,0.329256,0.493161,0.145554,-0.791958,1.656333,-0.318812,-1.186355,,,,,,,
343,3.430000,0.328550,0.493950,0.144603,-0.791933,1.657724,-0.319426,-1.185923,,,,,,,
344,3.440000,0.327969,0.494603,0.144941,-0.791705,1.659254,-0.319921,-1.185395,,,,,,,
345,3.450000,0.327992,0.493052,0.144464,-0.792749,1.660874,-0.320432,-1.184815,,,,,,,
346,3.460000,0.328528,0.492939,0.150520,-0.791470,1.662518,-0.320571,-1.183721,,,,,,,
347,3.470000,0.327935,0.494831,0.149813,-0.790669,1.664017,-0.320979,-1.183170,,,,,,,
348,3.480000,,,,,,,,,,,,,,
349,3.490000,,,,,,,,,,,,,,
350,3.500000,,,,,,,,,,,,,,
351,3.510000,0.329253,0.499442,0.148196,-0.787520,1.671005,-0.323689,-1.181176,,,,,,,
352,3.520000,0.329499,0.501780,0.151195,-0.785358,1.672858,-0.324060,-1.180819,,,,,,,
353,3.530000,0.326798,0.504664,0.147410,-0.785358,1.674793,-0.324916,-1.180363,,,,,,,
354,3.540000,,,,,,,,,,,,,,
355,3.550000,0.328174,0.502856,0.147507,-0.785926,1.678177,-0.326139,-1.179650,,,,,,,
356,3.560000,0.328152,0.502955,0.146987,-0.785969,1.679971,-0.326867,-1.179396,,,,,,,
357,3.570000,,,,,,,,,,,,,,
358,3.580000,0.327650,0.513961,0.144058,-0.779575,1.683756,-0.328005,-1.180530,,,,,,,
359,3.590000,,,,,,,,,,,,,,
360,3.600000,,,,,,,,,,,,,,
361,3.610000,,,,,,,,,,,,,,
362,3.620000,,,,,,,,,,,,,,
363,3.630000,0.325753,0.514615,0.147536,-0.779288,1.693376,-0.333221,-1.177540,,,,,,,
364,3.640000,,,,,,,,-0.048431,-0.116553,-0.118236,-0.984932,1.693522,-0.333776,-1.178607
365,3.650000,,,,,,,,,,,,,,
366,3.660000,,,,,,,,,,,,,,
367,3.670000,,,,,,,,,,,,,,
368,3.680000,,,,,,,,,,,,,,
369,3.690000,,,,,,,,-0.023173,-0.098504,-0.104593,-0.989354,1.702122,-0.341123,-1.177735
370,3.700000,,,,,,,,,,,,,,
371,3.710000,,,,,,,,,,,,,,
372,3.720000,,,,,,,,,,,,,,
373,3.730000,0.329090,0.515757,0.153919,-0.775889,1.711040,-0.346305,-1.177667,,,,,,,
374,3.740000,,,,,,,,,,,,,,
375,3.750000,,,,,,,,-0.052542,-0.106887,-0.119428,-0.985673,1.712897,-0.349185,-1.179013
376,3.760000,0.332490,0.533404,0.149957,-0.763180,1.715457,-0.350602,-1.176389,,,,,,,
377,3.770000,,,,,,,,,,,,,,
378,3.780000,0.336205,0.514349,0.158470,-0.772851,1.719132,-0.354476,-1.177426,,,,,,,
379,3.790000,0.337667,0.515101,0.159108,-0.771581,1.720590,-0.355933,-1.177135,,,,,,,
380,3.800000,,,,,,,,,,,,,,
381,3.810000,,,,,,,,,,,,,,
382,3.820000,,,,,,,,,,,,,,
383,3.830000,0.340574,0.514652,0.159031,-0.770618,1.727232,-0.360935,-1.176743,,,,,,,
384,3.840000,0.342835,0.532520,0.153240,-0.758554,1.728373,-0.361642,-1.175255,,,,,,,
385,3.850000,0.341521,0.533846,0.151852,-0.758493,1.730079,-0.362911,-1.175008,,,,,,,
386,3.860000,,,,,,,,-0.030641,-0.068563,-0.108732,-0.991230,1.732076,-0.364930,-1.175216
387,3.870000,,,,,,,,-0.035165,-0.063274,-0.107508,-0.991565,1.733598,-0.366255,-1.174952
388,3.880000,,,,,,,,,,,,,,
389,3.890000,,,,,,,,,,,,,,
390,3.900000,,,,,,,,-0.038704,-0.061619,-0.107674,-0.991520,1.738399,-0.370745,-1.173893
391,3.910000,,,,,,,,,,,,,,
392,3.920000,0.346085,0.531485,0.146417,-0.759152,1.741781,-0.373331,-1.173644,,,,,,,
393,3.930000,,,,,,,,,,,,,,
394,3.940000,,,,,,,,,,,,,,
395,3.950000,,,,,,,,,,,,,,
396,3.960000,,,,,,,,,,,,,,
397,3.970000,,,,,,,,,,,,,,
398,3.980000,,,,,,,,,,,,,,
399,3.990000,,,,,,,,,,,,,,
400,4.000000,,,,,,,,,,,,,,
401,4.010000,,,,,,,,,,,,,,
402,4.020000,,,,,,,,,,,,,,
403,4.030000,,,,,,,,,,,,,,
404,4.040000,,,,,,,,,,,,,,
405,4.050000,,,,,,,,,,,,,,
406,4.060000,,,,,,,,-0.023466,-0.064989,-0.105616,-0.992004,1.760767,-0.396095,-1.170690
407,4.070000,,,,,,,,-0.026976,-0.060577,-0.106823,-0.992064,1.761886,-0.397642,-1.170108
408,4.080000,,,,,,,,,,,,,,
409,4.090000,,,,,,,,,,,,,,
410,4.100000,,,,,,,,,,,,,,
411,4.110000,,,,,,,,,,,,,,
412,4.120000,,,,,,,,,,,,,,
413,4.130000,0.354940,0.538240,0.133048,-0.752738,1.768872,-0.404363,-1.169417,,,,,,,
414,4.140000,0.354510,0.539258,0.134115,-0.752022,1.769906,-0.405590,-1.169163,,,,,,,
415,4.150000,0.354710,0.540318,0.132845,-0.751392,1.770856,-0.406865,-1.168943,,,,,,,
416,4.160000,0.352650,0.542556,0.131113,-0.751052,1.771869,-0.408177,-1.168853,,,,,,,
417,4.170000,0.352253,0.529249,0.139150,-0.759244,1.773360,-0.410428,-1.169258,,,,,,,
418,4.180000,0.353490,0.544156,0.132146,-0.749317,1.773708,-0.410916,-1.168484,,,,,,,
419,4.190000,,,,,,,,,,,,,,
420,4.200000,,,,,,,,,,,,,,
421,4.210000,,,,,,,,,,,,,,
422,4.220000,,,,,,,,,,,,,,
423,4.230000,,,,,,,,,,,,,,
424,4.240000,0.355827,0.525928,0.140928,-0.759557,1.778131,-0.420235,-1.168354,,,,,,,
425,4.250000,,,,,,,,,,,,,,
426,4.260000,,,,,,,,,,,,,,
427,4.270000,,,,,,,,,,,,,,
428,4.280000,,,,,,,,,,,,,,
429,4.290000,,,,,,,,,,,,,,
430,4.300000,,,,,,,,,,,,,,
431,4.310000,,,,,,,,,,,,,,
432,4.320000,,,,,,,,,,,,,,
433,4.330000,0.365122,0.533612,0.128069,-0.752026,1.780246,-0.432384,-1.169186,,,,,,,
434,4.340000,,,,,,,,,,,,,,
435,4.350000,,,,,,,,,,,,,,
436,4.360000,0.363970,0.531468,0.133484,-0.753160,1.780958,-0.436580,-1.168941,,,,,,,
437,4.370000,,,,,,,,,,,,,,
438,4.380000,0.369265,0.531711,0.130474,-0.750935,1.781762,-0.438952,-1.169391,,,,,,,
439,4.390000,0.366833,0.529055,0.134298,-0.753325,1.782278,-0.440377,-1.169384,,,,,,,
440,4.400000,,,,,,,,-0.016055,-0.069753,-0.101147,-0.992293,1.782427,-0.442137,-1.168999
441,4.410000,0.368060,0.534530,0.128813,-0.749811,1.782996,-0.442217,-1.169484,,,,,,,
442,4.420000,0.369038,0.534227,0.128143,-0.749661,1.783539,-0.443195,-1.169614,,,,,,,
443,4.430000,0.369782,0.533193,0.128255,-0.750011,1.784028,-0.444218,-1.169679,,,,,,,
444,4.440000,,,,,,,,,,,,,,
445,4.450000,,,,,,,,,,,,,,
446,4.460000,,,,,,,,,,,,,,
447,4.470000,,,,,,,,-0.014249,-0.075828,-0.099395,-0.992052,1.786665,-0.448316,-1.169006
448,4.480000,,,,,,,,-0.014687,-0.072472,-0.100980,-0.992137,1.786916,-0.449221,-1.169062
449,4.490000,,,,,,,,,,,,,,
450,4.500000,,,,,,,,,,,,,,
451,4.510000,0.367752,0.530794,0.129708,-0.752457,1.789378,-0.450583,-1.169433,,,,,,,
452,4.520000,0.366577,0.531320,0.128643,-0.752842,1.790100,-0.451347,-1.169348,,,,,,,
453,4.530000,0.368249,0.531670,0.128367,-0.751825,1.790771,-0.451928,-1.169509,,,,,,,
454,4.540000,0.368845,0.531074,0.129214,-0.751809,1.791476,-0.452530,-1.169521,,,,,,,
455,4.550000,0.370012,0.531152,0.128106,-0.751370,1.792287,-0.453209,-1.169556,,,,,,,
456,4.560000,0.370389,0.532184,0.126726,-0.750688,1.792898,-0.453670,-1.169437,,,,,,,
457,4.570000,0.366636,0.534261,0.131959,-0.750154,1.793339,-0.454593,-1.168972,,,,,,,
458,4.580000,0.364144,0.536611,0.130036,-0.750026,1.794164,-0.454933,-1.169136,,,,,,,
459,4.590000,,,,,,,,,,,,,,
460,4.600000,,,,,,,,,,,,,,
461,4.610000,,,,,,,,-0.005567,-0.067889,-0.107823,-0.991834,1.796120,-0.456315,-1.169632
462,4.620000,0.366824,0.547555,0.124040,-0.741780,1.796520,-0.455639,-1.169537,,,,,,,
463,4.630000,0.366330,0.546067,0.125308,-0.742908,1.797003,-0.456147,-1.169815,,,,,,,
464,4.640000,0.365984,0.546691,0.125229,-0.742632,1.797582,-0.456349,-1.169905,,,,,,,
465,4.650000,,,,,,,,-0.021663,-0.072454,-0.103631,-0.991737,1.799013,-0.457714,-1.169178
466,4.660000,,,,,,,,-0.022049,-0.072664,-0.104586,-0.991613,1.799531,-0.457901,-1.169261
467,4.670000,,,,,,,,-0.023167,-0.072158,-0.106130,-0.991460,1.799982,-0.458138,-1.169240
468,4.680000,0.359029,0.537748,0.131771,-0.751373,1.800102,-0.457725,-1.169622,,,,,,,
469,4.690000,0.363280,0.534382,0.125852,-0.752745,1.800931,-0.457434,-1.170463,,,,,,,
470,4.700000,0.361176,0.535231,0.125646,-0.753189,1.801491,-0.457579,-1.170605,,,,,,,
471,4.710000,0.360683,0.534958,0.125148,-0.753701,1.801921,-0.457718,-1.170678,,,,,,,
472,4.720000,0.362148,0.535361,0.125112,-0.752718,1.802453,-0.457860,-1.170816,,,,,,,
473,4.730000,0.361916,0.535083,0.124922,-0.753059,1.802764,-0.457973,-1.170905,,,,,,,
474,4.740000,0.360916,0.534422,0.124359,-0.754101,1.803098,-0.458119,-1.170953,,,,,,,
475,4.750000,,,,,,,,-0.023217,-0.075873,-0.109654,-0.990798,1.803528,-0.459180,-1.170247
476,4.760000,0.360112,0.533740,0.123798,-0.755060,1.803661,-0.458432,-1.171071,,,,,,,
477,4.770000,,,,,,,,-0.023500,-0.076583,-0.110410,-0.990653,1.804109,-0.459486,-1.170236
478,4.780000,0.359239,0.533344,0.123555,-0.755795,1.804196,-0.458843,-1.171037,,,,,,,
479,4.790000,,,,,,,,,,,,,,
480,4.800000,,,,,,,,,,,,,,
481,4.810000,,,,,,,,,,,,,,
482,4.820000,,,,,,,,,,,,,,
483,4.830000,,,,,,,,,,,,,,
484,4.840000,,,,,,,,,,,,,,
485,4.850000,,,,,,,,,,,,,,
486,4.860000,,,,,,,,,,,,,,
487,4.870000,,,,,,,,,,,,,,
488,4.880000,,,,,,,,,,,,,,
489,4.890000,,,,,,,,,,,,,,
490,4.900000,0.359130,0.530730,0.124393,-0.757547,1.806297,-0.462029,-1.168234,,,,,,,
491,4.910000,0.359350,0.530819,0.124246,-0.757405,1.806395,-0.462238,-1.167910,,,,,,,
492,4.920000,0.359717,0.531383,0.124538,-0.756787,1.806471,-0.462477,-1.167506,,,,,,,
493,4.930000,0.358500,0.530297,0.122965,-0.758382,1.806451,-0.462671,-1.167016,,,,,,,
494,4.940000,0.358637,0.529819,0.123347,-0.758589,1.806463,-0.462857,-1.166609,,,,,,,
495,4.950000,0.358959,0.530035,0.123715,-0.758225,1.806451,-0.463055,-1.166225,,,,,,,
496,4.960000,0.358081,0.531257,0.123846,-0.757764,1.806401,-0.463273,-1.165673,,,,,,,
497,4.970000,0.358910,0.531614,0.123386,-0.757196,1.806282,-0.463665,-1.165030,,,,,,,
498,4.980000,,,,,,,,-0.022539,-0.073343,-0.112171,-0.990722,1.806099,-0.464833,-1.163790
499,4.990000,0.357528,0.545606,0.122763,-0.747942,1.805579,-0.464024,-1.163439,,,,,,,
500,5.000000,,,,,,,,-0.023403,-0.072257,-0.113331,-0.990650,1.805884,-0.465462,-1.162546
501,5.010000,,,,,,,,,,,,,,
502,5.020000,,,,,,,,-0.013791,-0.106487,-0.131947,-0.985424,1.804095,-0.465251,-1.163282
503,5.030000,,,,,,,,-0.013021,-0.105416,-0.132013,-0.985541,1.803990,-0.465512,-1.162428
504,5.040000,,,,,,,,-0.013684,-0.105667,-0.130910,-0.985652,1.803934,-0.465868,-1.161623
505,5.050000,,,,,,,,-0.013136,-0.112079,-0.133015,-0.984669,1.803887,-0.465816,-1.161017
506,5.060000,,,,,,,,-0.023670,-0.113032,-0.128821,-0.984921,1.804068,-0.466874,-1.159537
507,5.070000,,,,,,,,-0.021438,-0.110577,-0.127037,-0.985482,1.804175,-0.467269,-1.158321
508,5.080000,,,,,,,,-0.021458,-0.111544,-0.125049,-0.985627,1.804013,-0.467614,-1.157241
509,5.090000,,,,,,,,-0.015699,-0.103034,-0.120040,-0.987283,1.804378,-0.468226,-1.155674
510,5.100000,,,,,,,,-0.006331,-0.098883,-0.124768,-0.987226,1.803994,-0.468211,-1.155008
511,5.110000,,,,,,,,-0.006546,-0.099799,-0.123732,-0.987263,1.804084,-0.468499,-1.153872
512,5.120000,,,,,,,,-0.005219,-0.096586,-0.122184,-0.987783,1.804052,-0.468983,-1.152740
513,5.130000,,,,,,,,-0.005879,-0.099634,-0.125508,-0.987059,1.803718,-0.469219,-1.151464
514,5.140000,,,,,,,,-0.005701,-0.099958,-0.123670,-0.987260,1.803754,-0.469741,-1.150087
515,5.150000,,,,,,,,-0.004252,-0.096467,-0.125926,-0.987329,1.803348,-0.470264,-1.148786
516,5.160000,,,,,,,,-0.011775,-0.100809,-0.119829,-0.987593,1.803947,-0.471092,-1.146824
517,5.170000,,,,,,,,-0.011539,-0.103201,-0.121524,-0.987141,1.803797,-0.471409,-1.145555
518,5.180000,,,,,,,,-0.002432,-0.104823,-0.126907,-0.986357,1.803239,-0.471223,-1.144803
519,5.190000,,,,,,,,-0.003166,-0.108622,-0.131721,-0.985313,1.802917,-0.471381,-1.143450
520,5.200000,,,,,,,,-0.006500,-0.102084,-0.132355,-0.985910,1.802439,-0.472093,-1.141900
521,5.210000,,,,,,,,-0.002161,-0.100127,-0.129054,-0.986567,1.802294,-0.472605,-1.140205
522,5.220000,,,,,,,,-0.001371,-0.099905,-0.129498,-0.986533,1.802070,-0.473019,-1.138816
523,5.230000,,,,,,,,-0.005895,-0.102443,-0.124618,-0.986885,1.802445,-0.473697,-1.137008
524,5.240000,,,,,,,,-0.003039,-0.101632,-0.131630,-0.986071,1.801501,-0.473979,-1.135657
525,5.250000,,,,,,,,0.000848,-0.092559,-0.116051,-0.988921,1.802582,-0.474903,-1.133601
526,5.260000,,,,,,,,0.003209,-0.092071,-0.119345,-0.988569,1.802165,-0.475192,-1.131994
527,5.270000,,,,,,,,0.005127,-0.094864,-0.122429,-0.987920,1.801742,-0.475401,-1.130749
528,5.280000,,,,,,,,0.008114,-0.089485,-0.120157,-0.988680,1.801547,-0.475922,-1.129012
529,5.290000,,,,,,,,-0.000091,-0.095191,-0.119608,-0.988247,1.801233,-0.476731,-1.127130
530,5.300000,,,,,,,,0.001439,-0.096737,-0.118683,-0.988208,1.800917,-0.477095,-1.125540
531,5.310000,,,,,,,,0.002581,-0.099450,-0.120625,-0.987701,1.800572,-0.477552,-1.124122
532,5.320000,,,,,,,,0.010357,-0.094118,-0.120184,-0.988226,1.800632,-0.477760,-1.122477
533,5.330000,,,,,,,,0.006184,-0.095288,-0.119261,-0.988260,1.800182,-0.478485,-1.120728
534,5.340000,,,,,,,,0.004323,-0.101023,-0.120042,-0.987606,1.799882,-0.478841,-1.119285
535,5.350000,,,,,,,,0.003652,-0.094024,-0.119157,-0.988407,1.799579,-0.479519,-1.117230
536,5.360000,,,,,,,,0.004546,-0.093156,-0.118822,-0.988525,1.799291,-0.480014,-1.115620
537,5.370000,,,,,,,,0.004527,-0.092870,-0.118272,-0.988618,1.799002,-0.480474,-1.113987
538,5.380000,,,,,,,,0.018945,-0.077891,-0.118033,-0.989769,1.798412,-0.480740,-1.112075
539,5.390000,,,,,,,,0.019647,-0.071775,-0.113967,-0.990694,1.798239,-0.481597,-1.110177
540,5.400000,,,,,,,,0.014038,-0.080496,-0.106489,-0.990951,1.798545,-0.482090,-1.108332
