Format Version,1.23,Take Name,Take 2023-12-12 11.00.19 AM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-12-12 11.00.19.349 ,Total Frames in Take,1430,Total Exported Frames,1430,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
1081,10.810000,,,,,,,,0.116873,0.032258,-0.076300,-0.989686,1.644522,-0.294519,-0.951190
1082,10.820000,,,,,,,,0.111560,0.026303,-0.080546,-0.990139,1.642649,-0.295557,-0.951932
1083,10.830000,,,,,,,,0.110672,0.032442,-0.080578,-0.990054,1.640790,-0.297609,-0.952920
1084,10.840000,,,,,,,,,,,,,,
1085,10.850000,,,,,,,,0.109639,0.027940,-0.074840,-0.990756,1.636648,-0.300450,-0.954005
1086,10.860000,,,,,,,,0.119696,0.029473,-0.067271,-0.990090,1.634368,-0.301800,-0.954035
1087,10.870000,,,,,,,,0.116581,0.029517,-0.071448,-0.990168,1.632331,-0.303111,-0.954816
1088,10.880000,,,,,,,,,,,,,,
1089,10.890000,,,,,,,,0.080366,0.004699,-0.095468,-0.992172,1.627183,-0.304156,-0.957168
1090,10.900000,,,,,,,,0.080923,0.009397,-0.090889,-0.992523,1.625365,-0.305398,-0.957515
1091,10.910000,,,,,,,,0.080011,0.009520,-0.088276,-0.992832,1.623479,-0.306629,-0.958014
1092,10.920000,,,,,,,,0.075500,0.009475,-0.091743,-0.992871,1.621322,-0.307670,-0.958608
1093,10.930000,,,,,,,,0.076248,0.012831,-0.089930,-0.992942,1.619277,-0.309401,-0.959168
1094,10.940000,,,,,,,,0.082719,0.017184,-0.082594,-0.992996,1.617746,-0.311022,-0.959197
1095,10.950000,,,,,,,,0.078358,0.014077,-0.086404,-0.993074,1.615601,-0.311869,-0.959940
1096,10.960000,,,,,,,,0.103011,0.039060,-0.065067,-0.991781,1.614166,-0.314951,-0.959485
1097,10.970000,,,,,,,,,,,,,,
1098,10.980000,,,,,,,,0.086198,0.017776,-0.073812,-0.993381,1.609824,-0.317132,-0.961510
1099,10.990000,,,,,,,,0.073502,0.000524,-0.083280,-0.993812,1.607298,-0.317902,-0.962129
1100,11.000000,,,,,,,,0.104343,0.042119,-0.057566,-0.991980,1.606835,-0.320230,-0.961603
1101,11.010000,,,,,,,,0.076714,0.008200,-0.078494,-0.993925,1.603313,-0.320295,-0.962563
1102,11.020000,,,,,,,,0.113247,0.044636,-0.043120,-0.991627,1.603447,-0.323673,-0.962751
1103,11.030000,,,,,,,,,,,,,,
1104,11.040000,,,,,,,,,,,,,,
1105,11.050000,,,,,,,,,,,,,,
1106,11.060000,,,,,,,,0.109866,0.031009,-0.043155,-0.992525,1.595466,-0.329561,-0.964613
1107,11.070000,,,,,,,,,,,,,,
1108,11.080000,,,,,,,,,,,,,,
1109,11.090000,,,,,,,,,,,,,,
1110,11.100000,,,,,,,,,,,,,,
1111,11.110000,,,,,,,,0.073646,0.004626,-0.066036,-0.995085,1.585754,-0.333694,-0.965893
1112,11.120000,,,,,,,,0.105535,0.052447,-0.045270,-0.991999,1.585398,-0.335490,-0.964854
1113,11.130000,,,,,,,,,,,,,,
1114,11.140000,,,,,,,,,,,,,,
1115,11.150000,,,,,,,,,,,,,,
1116,11.160000,,,,,,,,0.081530,0.022113,-0.061616,-0.994519,1.578299,-0.338992,-0.966602
1117,11.170000,,,,,,,,,,,,,,
1118,11.180000,,,,,,,,0.081465,0.022201,-0.064528,-0.994337,1.575191,-0.341514,-0.966969
1119,11.190000,,,,,,,,,,,,,,
1120,11.200000,,,,,,,,0.076876,0.014057,-0.079982,-0.993728,1.571040,-0.343074,-0.967355
1121,11.210000,,,,,,,,0.102395,0.048769,-0.042607,-0.992634,1.571565,-0.346444,-0.966917
1122,11.220000,,,,,,,,,,,,,,
1123,11.230000,,,,,,,,0.079654,0.018791,-0.073411,-0.993938,1.567133,-0.346751,-0.967965
1124,11.240000,,,,,,,,,,,,,,
1125,11.250000,,,,,,,,0.077438,0.017861,-0.073272,-0.994141,1.563414,-0.348153,-0.967983
1126,11.260000,,,,,,,,,,,,,,
1127,11.270000,,,,,,,,,,,,,,
1128,11.280000,,,,,,,,,,,,,,
1129,11.290000,,,,,,,,,,,,,,
1130,11.300000,,,,,,,,,,,,,,
1131,11.310000,,,,,,,,0.107311,0.046992,-0.034708,-0.992508,1.556030,-0.357267,-0.968374
1132,11.320000,,,,,,,,,,,,,,
1133,11.330000,,,,,,,,0.111892,0.045036,-0.039540,-0.991912,1.553532,-0.359713,-0.968519
1134,11.340000,,,,,,,,0.082520,0.020021,-0.062255,-0.994442,1.551385,-0.359243,-0.969391
1135,11.350000,,,,,,,,0.078824,0.015628,-0.063279,-0.994756,1.549623,-0.360284,-0.969940
1136,11.360000,,,,,,,,,,,,,,
1137,11.370000,,,,,,,,0.087723,0.027007,-0.076005,-0.992874,1.546416,-0.361001,-0.969649
1138,11.380000,,,,,,,,,,,,,,
1139,11.390000,,,,,,,,,,,,,,
1140,11.400000,,,,,,,,,,,,,,
1141,11.410000,,,,,,,,,,,,,,
1142,11.420000,,,,,,,,,,,,,,
1143,11.430000,,,,,,,,0.114974,0.067730,-0.047019,-0.989941,1.540666,-0.367904,-0.970131
1144,11.440000,,,,,,,,0.106999,0.059198,-0.049479,-0.991261,1.539153,-0.369152,-0.970825
1145,11.450000,,,,,,,,0.076678,0.016330,-0.079721,-0.993730,1.535756,-0.368887,-0.972437
1146,11.460000,,,,,,,,,,,,,,
1147,11.470000,,,,,,,,,,,,,,
1148,11.480000,,,,,,,,,,,,,,
1149,11.490000,,,,,,,,,,,,,,
1150,11.500000,,,,,,,,,,,,,,
1151,11.510000,,,,,,,,,,,,,,
1152,11.520000,,,,,,,,-0.744886,-0.647283,-0.113753,-0.115020,1.529933,-0.376789,-0.973199
1153,11.530000,,,,,,,,,,,,,,
1154,11.540000,,,,,,,,,,,,,,
1155,11.550000,,,,,,,,,,,,,,
1156,11.560000,,,,,,,,,,,,,,
1157,11.570000,,,,,,,,,,,,,,
1158,11.580000,,,,,,,,,,,,,,
1159,11.590000,,,,,,,,,,,,,,
1160,11.600000,,,,,,,,,,,,,,
1161,11.610000,,,,,,,,,,,,,,
1162,11.620000,,,,,,,,,,,,,,
1163,11.630000,,,,,,,,,,,,,,
1164,11.640000,,,,,,,,,,,,,,
1165,11.650000,,,,,,,,,,,,,,
1166,11.660000,,,,,,,,,,,,,,
1167,11.670000,,,,,,,,-0.106830,-0.066264,0.043618,0.991107,1.517511,-0.386830,-0.975056
1168,11.680000,,,,,,,,-0.105085,-0.068923,0.043075,0.991136,1.517147,-0.387145,-0.975019
1169,11.690000,,,,,,,,-0.105922,-0.068405,0.040821,0.991179,1.516596,-0.387533,-0.974958
1170,11.700000,,,,,,,,-0.104019,-0.070326,0.040280,0.991268,1.516093,-0.387970,-0.974937
1171,11.710000,,,,,,,,,,,,,,
1172,11.720000,,,,,,,,-0.103366,-0.065600,0.034912,0.991864,1.514924,-0.388366,-0.974809
1173,11.730000,,,,,,,,-0.107676,-0.064455,0.036166,0.991435,1.514394,-0.388961,-0.974971
1174,11.740000,,,,,,,,-0.107948,-0.064643,0.035131,0.991430,1.514105,-0.389111,-0.974894
1175,11.750000,,,,,,,,-0.106992,-0.066162,0.035697,0.991414,1.513745,-0.389329,-0.974761
1176,11.760000,,,,,,,,-0.107361,-0.066828,0.035920,0.991321,1.513584,-0.389474,-0.974727
1177,11.770000,,,,,,,,-0.106900,-0.067865,0.035990,0.991298,1.513322,-0.389552,-0.974588
1178,11.780000,,,,,,,,-0.106721,-0.068936,0.035653,0.991256,1.513212,-0.389578,-0.974567
1179,11.790000,,,,,,,,-0.108731,-0.066987,0.033825,0.991235,1.513023,-0.389605,-0.974540
1180,11.800000,,,,,,,,-0.108890,-0.066735,0.033114,0.991258,1.512948,-0.389607,-0.974550
1181,11.810000,,,,,,,,-0.109393,-0.066495,0.032368,0.991244,1.512871,-0.389647,-0.974564
1182,11.820000,,,,,,,,-0.109647,-0.066147,0.031445,0.991269,1.512841,-0.389647,-0.974636
1183,11.830000,,,,,,,,-0.110078,-0.066627,0.030749,0.991211,1.513036,-0.389561,-0.974869
1184,11.840000,,,,,,,,-0.109988,-0.066436,0.030158,0.991251,1.513161,-0.389537,-0.975143
1185,11.850000,,,,,,,,-0.109617,-0.066535,0.030052,0.991289,1.513308,-0.389483,-0.975428
1186,11.860000,,,,,,,,-0.107827,-0.068303,0.031049,0.991335,1.513473,-0.389405,-0.975819
1187,11.870000,,,,,,,,-0.107735,-0.068044,0.031135,0.991360,1.513767,-0.389254,-0.976323
1188,11.880000,,,,,,,,-0.107799,-0.067057,0.031507,0.991408,1.513988,-0.389067,-0.976859
1189,11.890000,,,,,,,,-0.106574,-0.068088,0.032270,0.991446,1.514315,-0.388889,-0.977426
1190,11.900000,,,,,,,,-0.105581,-0.067883,0.032832,0.991548,1.514789,-0.388643,-0.978184
1191,11.910000,,,,,,,,-0.105196,-0.066938,0.032187,0.991674,1.515213,-0.388377,-0.978930
1192,11.920000,,,,,,,,-0.103549,-0.068163,0.033769,0.991711,1.515877,-0.388205,-0.979960
1193,11.930000,,,,,,,,,,,,,,
1194,11.940000,,,,,,,,,,,,,,
1195,11.950000,,,,,,,,-0.102503,-0.067673,0.032424,0.991898,1.517728,-0.387456,-0.983179
1196,11.960000,,,,,,,,-0.098688,-0.065418,0.035778,0.992321,1.518170,-0.387297,-0.984425
1197,11.970000,,,,,,,,-0.099220,-0.061939,0.029988,0.992683,1.518671,-0.386915,-0.985645
1198,11.980000,,,,,,,,,,,,,,
1199,11.990000,,,,,,,,,,,,,,
1200,12.000000,,,,,,,,,,,,,,
1201,12.010000,,,,,,,,-0.066850,-0.009393,0.063815,0.995676,1.518660,-0.385349,-0.992594
1202,12.020000,,,,,,,,-0.066264,-0.012911,0.063734,0.995681,1.519642,-0.385283,-0.994188
1203,12.030000,,,,,,,,-0.064849,-0.013438,0.062206,0.995864,1.520742,-0.384973,-0.995771
1204,12.040000,,,,,,,,-0.066369,-0.018902,0.060269,0.995794,1.521613,-0.384787,-0.997027
1205,12.050000,,,,,,,,-0.071148,-0.031256,0.051748,0.995632,1.523127,-0.384530,-0.998579
1206,12.060000,,,,,,,,-0.072940,-0.031249,0.052072,0.995486,1.523930,-0.383953,-1.000075
1207,12.070000,,,,,,,,,,,,,,
1208,12.080000,,,,,,,,,,,,,,
1209,12.090000,,,,,,,,-0.064560,-0.019224,0.052431,0.996350,1.527705,-0.384505,-1.007269
1210,12.100000,,,,,,,,-0.058082,-0.023242,0.057227,0.996399,1.528781,-0.384290,-1.009520
1211,12.110000,,,,,,,,-0.062435,-0.023398,0.055207,0.996246,1.529936,-0.383964,-1.011199
1212,12.120000,,,,,,,,-0.082566,-0.044567,0.036577,0.994916,1.531604,-0.385069,-1.012650
1213,12.130000,,,,,,,,-0.067610,-0.026448,0.050413,0.996086,1.532507,-0.383895,-1.015897
1214,12.140000,,,,,,,,-0.067377,-0.022748,0.050116,0.996208,1.533657,-0.383658,-1.018368
1215,12.150000,,,,,,,,-0.064148,-0.033272,0.056359,0.995792,1.535015,-0.382892,-1.020489
1216,12.160000,,,,,,,,-0.065428,-0.029665,0.054808,0.995909,1.536162,-0.382497,-1.022402
1217,12.170000,,,,,,,,-0.074191,-0.035349,0.047743,0.995473,1.537498,-0.382871,-1.024559
1218,12.180000,,,,,,,,-0.071603,-0.035523,0.049833,0.995554,1.538694,-0.382416,-1.026762
1219,12.190000,,,,,,,,,,,,,,
1220,12.200000,,,,,,,,-0.076203,-0.039003,0.049168,0.995115,1.541104,-0.381864,-1.031628
1221,12.210000,,,,,,,,-0.068889,-0.026508,0.042869,0.996350,1.542190,-0.382307,-1.034382
1222,12.220000,,,,,,,,-0.056368,-0.034028,0.052554,0.996445,1.544127,-0.382341,-1.037713
1223,12.230000,,,,,,,,,,,,,,
1224,12.240000,,,,,,,,-0.059944,-0.018440,0.048433,0.996856,1.545894,-0.381794,-1.041895
1225,12.250000,,,,,,,,-0.068025,-0.031327,0.055493,0.995646,1.546859,-0.380492,-1.043795
1226,12.260000,,,,,,,,-0.062686,-0.013058,0.041815,0.997071,1.548357,-0.381667,-1.046881
1227,12.270000,,,,,,,,-0.055839,-0.010655,0.050463,0.997107,1.549290,-0.380855,-1.049101
1228,12.280000,,,,,,,,-0.061522,-0.012627,0.048069,0.996868,1.550248,-0.381126,-1.051392
1229,12.290000,,,,,,,,,,,,,,
1230,12.300000,,,,,,,,-0.050011,-0.006693,0.050590,0.997444,1.553124,-0.380494,-1.056781
1231,12.310000,,,,,,,,,,,,,,
1232,12.320000,,,,,,,,,,,,,,
1233,12.330000,,,,,,,,,,,,,,
1234,12.340000,,,,,,,,,,,,,,
1235,12.350000,,,,,,,,,,,,,,
1236,12.360000,,,,,,,,,,,,,,
1237,12.370000,,,,,,,,,,,,,,
1238,12.380000,,,,,,,,,,,,,,
1239,12.390000,,,,,,,,,,,,,,
1240,12.400000,,,,,,,,-0.025723,-0.026502,0.075600,0.996454,1.562880,-0.376252,-1.078310
1241,12.410000,,,,,,,,-0.029827,0.001225,0.063793,0.997517,1.565133,-0.377094,-1.083099
1242,12.420000,,,,,,,,,,,,,,
1243,12.430000,,,,,,,,,,,,,,
1244,12.440000,,,,,,,,0.003144,0.014537,0.090888,0.995750,1.566465,-0.375853,-1.089497
1245,12.450000,,,,,,,,,,,,,,
1246,12.460000,,,,,,,,,,,,,,
1247,12.470000,,,,,,,,-0.016663,-0.017274,0.082025,0.996341,1.568869,-0.374869,-1.093775
1248,12.480000,,,,,,,,-0.027670,-0.016977,0.073955,0.996733,1.570501,-0.375037,-1.096479
1249,12.490000,,,,,,,,-0.019521,-0.012995,0.080400,0.996487,1.570950,-0.374681,-1.098343
1250,12.500000,,,,,,,,,,,,,,
1251,12.510000,,,,,,,,-0.032812,-0.019246,0.063009,0.997288,1.573148,-0.375102,-1.101947
1252,12.520000,,,,,,,,-0.011529,-0.005565,0.079246,0.996773,1.572620,-0.374390,-1.103551
1253,12.530000,,,,,,,,-0.008855,-0.004887,0.081112,0.996654,1.573465,-0.374290,-1.105426
1254,12.540000,,,,,,,,,,,,,,
1255,12.550000,,,,,,,,,,,,,,
1256,12.560000,,,,,,,,-0.018442,0.008349,0.077279,0.996804,1.574540,-0.374366,-1.110561
1257,12.570000,,,,,,,,-0.017831,0.007568,0.074722,0.997016,1.575410,-0.374159,-1.111824
1258,12.580000,,,,,,,,-0.019593,0.012213,0.074036,0.996988,1.575543,-0.374047,-1.113159
1259,12.590000,,,,,,,,,,,,,,
1260,12.600000,,,,,,,,,,,,,,
1261,12.610000,,,,,,,,,,,,,,
1262,12.620000,,,,,,,,,,,,,,
1263,12.630000,,,,,,,,,,,,,,
1264,12.640000,,,,,,,,,,,,,,
1265,12.650000,,,,,,,,,,,,,,
1266,12.660000,,,,,,,,,,,,,,
1267,12.670000,,,,,,,,,,,,,,
1268,12.680000,,,,,,,,,,,,,,
1269,12.690000,,,,,,,,,,,,,,
1270,12.700000,,,,,,,,,,,,,,
1271,12.710000,,,,,,,,,,,,,,
1272,12.720000,,,,,,,,,,,,,,
1273,12.730000,,,,,,,,,,,,,,
1274,12.740000,,,,,,,,,,,,,,
1275,12.750000,,,,,,,,,,,,,,
1276,12.760000,,,,,,,,,,,,,,
1277,12.770000,,,,,,,,,,,,,,
1278,12.780000,,,,,,,,,,,,,,
1279,12.790000,,,,,,,,-0.000658,0.010416,0.075426,0.997097,1.582928,-0.373526,-1.129072
1280,12.800000,,,,,,,,-0.001149,0.008792,0.076015,0.997067,1.583161,-0.373327,-1.129285
1281,12.810000,,,,,,,,,,,,,,
1282,12.820000,,,,,,,,,,,,,,
1283,12.830000,,,,,,,,,,,,,,
1284,12.840000,,,,,,,,,,,,,,
1285,12.850000,,,,,,,,,,,,,,
1286,12.860000,,,,,,,,,,,,,,
1287,12.870000,,,,,,,,,,,,,,
1288,12.880000,,,,,,,,,,,,,,
1289,12.890000,,,,,,,,,,,,,,
1290,12.900000,,,,,,,,,,,,,,
1291,12.910000,,,,,,,,,,,,,,
1292,12.920000,,,,,,,,,,,,,,
1293,12.930000,,,,,,,,,,,,,,
1294,12.940000,,,,,,,,,,,,,,
1295,12.950000,,,,,,,,,,,,,,
1296,12.960000,,,,,,,,,,,,,,
1297,12.970000,,,,,,,,,,,,,,
1298,12.980000,,,,,,,,,,,,,,
1299,12.990000,,,,,,,,,,,,,,
1300,13.000000,,,,,,,,,,,,,,
1301,13.010000,,,,,,,,,,,,,,
1302,13.020000,,,,,,,,,,,,,,
1303,13.030000,,,,,,,,,,,,,,
1304,13.040000,,,,,,,,,,,,,,
1305,13.050000,,,,,,,,0.006860,0.009874,0.075379,0.997083,1.582913,-0.373230,-1.129581
1306,13.060000,,,,,,,,0.006906,0.009417,0.075001,0.997115,1.582794,-0.373351,-1.129262
1307,13.070000,,,,,,,,0.006663,0.009946,0.075022,0.997110,1.582740,-0.373390,-1.129031
1308,13.080000,,,,,,,,,,,,,,
1309,13.090000,,,,,,,,,,,,,,
1310,13.100000,,,,,,,,,,,,,,
1311,13.110000,,,,,,,,,,,,,,
1312,13.120000,,,,,,,,,,,,,,
1313,13.130000,,,,,,,,,,,,,,
1314,13.140000,,,,,,,,,,,,,,
1315,13.150000,,,,,,,,,,,,,,
1316,13.160000,,,,,,,,,,,,,,
1317,13.170000,,,,,,,,,,,,,,
1318,13.180000,,,,,,,,,,,,,,
1319,13.190000,,,,,,,,,,,,,,
1320,13.200000,,,,,,,,,,,,,,
1321,13.210000,,,,,,,,,,,,,,
1322,13.220000,,,,,,,,,,,,,,
1323,13.230000,,,,,,,,,,,,,,
1324,13.240000,,,,,,,,,,,,,,
1325,13.250000,,,,,,,,,,,,,,
1326,13.260000,,,,,,,,,,,,,,
1327,13.270000,,,,,,,,,,,,,,
1328,13.280000,,,,,,,,,,,,,,
1329,13.290000,,,,,,,,,,,,,,
1330,13.300000,,,,,,,,,,,,,,
1331,13.310000,,,,,,,,,,,,,,
1332,13.320000,,,,,,,,,,,,,,
1333,13.330000,,,,,,,,,,,,,,
1334,13.340000,,,,,,,,,,,,,,
1335,13.350000,,,,,,,,,,,,,,
1336,13.360000,,,,,,,,,,,,,,
1337,13.370000,,,,,,,,,,,,,,
1338,13.380000,,,,,,,,,,,,,,
1339,13.390000,,,,,,,,-0.002711,0.010591,0.070107,0.997480,1.580659,-0.376378,-1.119748
1340,13.400000,,,,,,,,,,,,,,
1341,13.410000,,,,,,,,-0.002990,0.006800,0.071121,0.997440,1.580608,-0.376211,-1.119287
1342,13.420000,,,,,,,,-0.002469,0.006298,0.071185,0.997440,1.580609,-0.376221,-1.119152
1343,13.430000,,,,,,,,,,,,,,
1344,13.440000,,,,,,,,0.004614,0.017131,0.066725,0.997614,1.580852,-0.376779,-1.119161
1345,13.450000,,,,,,,,0.004163,0.016739,0.066796,0.997618,1.580890,-0.376708,-1.119028
1346,13.460000,,,,,,,,-0.000963,0.021423,0.073988,0.997029,1.581044,-0.377039,-1.118987
1347,13.470000,,,,,,,,-0.001849,0.021666,0.074165,0.997009,1.581062,-0.376996,-1.118924
1348,13.480000,,,,,,,,-0.002315,0.021927,0.074267,0.996995,1.581060,-0.376982,-1.118824
1349,13.490000,,,,,,,,-0.001669,0.020983,0.074802,0.996976,1.581054,-0.376936,-1.118644
1350,13.500000,,,,,,,,-0.006768,0.011885,0.078318,0.996835,1.580973,-0.376386,-1.118302
1351,13.510000,,,,,,,,-0.009735,0.007836,0.080143,0.996705,1.581020,-0.376014,-1.117986
1352,13.520000,,,,,,,,-0.007598,0.012220,0.078650,0.996798,1.580963,-0.376375,-1.118089
1353,13.530000,,,,,,,,-0.008574,0.012406,0.078885,0.996770,1.580931,-0.376370,-1.118019
1354,13.540000,,,,,,,,-0.008462,0.012104,0.078942,0.996770,1.580922,-0.376384,-1.117936
1355,13.550000,,,,,,,,-0.008819,0.012655,0.078488,0.996796,1.580885,-0.376413,-1.117882
1356,13.560000,,,,,,,,-0.015985,0.007883,0.080818,0.996570,1.580615,-0.376088,-1.117838
1357,13.570000,,,,,,,,-0.010209,0.014059,0.078010,0.996801,1.580767,-0.376470,-1.117801
1358,13.580000,,,,,,,,-0.007368,0.004077,0.083364,0.996484,1.580961,-0.376233,-1.117571
1359,13.590000,,,,,,,,-0.006175,0.008773,0.081556,0.996611,1.580938,-0.376525,-1.117757
1360,13.600000,,,,,,,,-0.006759,0.003484,0.083134,0.996509,1.580912,-0.376242,-1.117531
1361,13.610000,,,,,,,,-0.007852,0.004020,0.082699,0.996536,1.580839,-0.376226,-1.117522
1362,13.620000,,,,,,,,-0.006923,0.003491,0.082944,0.996524,1.580840,-0.376210,-1.117492
1363,13.630000,,,,,,,,-0.011513,0.002075,0.084228,0.996378,1.580550,-0.376192,-1.117645
1364,13.640000,,,,,,,,-0.007392,0.004341,0.082988,0.996514,1.580750,-0.376189,-1.117490
1365,13.650000,,,,,,,,-0.007133,0.003718,0.083162,0.996504,1.580734,-0.376195,-1.117482
1366,13.660000,,,,,,,,,,,,,,
1367,13.670000,,,,,,,,,,,,,,
1368,13.680000,,,,,,,,,,,,,,
1369,13.690000,,,,,,,,,,,,,,
1370,13.700000,,,,,,,,,,,,,,
1371,13.710000,,,,,,,,,,,,,,
1372,13.720000,,,,,,,,,,,,,,
1373,13.730000,,,,,,,,,,,,,,
1374,13.740000,,,,,,,,,,,,,,
1375,13.750000,,,,,,,,,,,,,,
1376,13.760000,,,,,,,,,,,,,,
1377,13.770000,,,,,,,,,,,,,,
1378,13.780000,,,,,,,,,,,,,,
1379,13.790000,,,,,,,,,,,,,,
1380,13.800000,,,,,,,,,,,,,,
1381,13.810000,,,,,,,,,,,,,,
1382,13.820000,,,,,,,,,,,,,,
1383,13.830000,,,,,,,,,,,,,,
1384,13.840000,,,,,,,,,,,,,,
1385,13.850000,,,,,,,,,,,,,,
1386,13.860000,,,,,,,,,,,,,,
1387,13.870000,,,,,,,,,,,,,,
1388,13.880000,,,,,,,,,,,,,,
1389,13.890000,,,,,,,,,,,,,,
1390,13.900000,,,,,,,,,,,,,,
1391,13.910000,,,,,,,,,,,,,,
1392,13.920000,,,,,,,,,,,,,,
1393,13.930000,,,,,,,,,,,,,,
1394,13.940000,,,,,,,,,,,,,,
1395,13.950000,,,,,,,,,,,,,,
1396,13.960000,,,,,,,,,,,,,,
1397,13.970000,,,,,,,,,,,,,,
1398,13.980000,,,,,,,,,,,,,,
1399,13.990000,,,,,,,,,,,,,,
1400,14.000000,,,,,,,,,,,,,,
1401,14.010000,,,,,,,,,,,,,,
1402,14.020000,,,,,,,,,,,,,,
1403,14.030000,,,,,,,,-0.003146,0.002613,0.080523,0.996744,1.579838,-0.376868,-1.116571
1404,14.040000,,,,,,,,,,,,,,
1405,14.050000,,,,,,,,-0.002310,0.001322,0.080800,0.996727,1.579834,-0.376833,-1.116457
1406,14.060000,,,,,,,,-0.002814,0.001798,0.080553,0.996745,1.579864,-0.376818,-1.116467
1407,14.070000,,,,,,,,-0.002447,0.001829,0.080536,0.996747,1.579849,-0.376810,-1.116429
1408,14.080000,,,,,,,,,,,,,,
1409,14.090000,,,,,,,,-0.003113,0.002459,0.081174,0.996692,1.579926,-0.376760,-1.116420
1410,14.100000,,,,,,,,,,,,,,
1411,14.110000,,,,,,,,-0.003197,0.002713,0.080924,0.996712,1.579952,-0.376735,-1.116393
1412,14.120000,,,,,,,,-0.004068,0.003975,0.080457,0.996742,1.580042,-0.376655,-1.116410
1413,14.130000,,,,,,,,-0.003221,0.002913,0.080259,0.996765,1.580025,-0.376675,-1.116365
1414,14.140000,,,,,,,,-0.002300,0.002501,0.080379,0.996759,1.580062,-0.376661,-1.116339
1415,14.150000,,,,,,,,,,,,,,
1416,14.160000,,,,,,,,-0.002569,0.003020,0.079628,0.996817,1.580114,-0.376670,-1.116311
1417,14.170000,,,,,,,,-0.002679,0.002431,0.079728,0.996810,1.580123,-0.376672,-1.116298
1418,14.180000,,,,,,,,,,,,,,
1419,14.190000,,,,,,,,-0.003111,0.002825,0.079782,0.996804,1.580151,-0.376692,-1.116266
1420,14.200000,,,,,,,,-0.002917,0.002498,0.080356,0.996759,1.580183,-0.376698,-1.116255
1421,14.210000,,,,,,,,-0.003481,0.003612,0.079595,0.996815,1.580148,-0.376724,-1.116247
1422,14.220000,,,,,,,,,,,,,,
1423,14.230000,,,,,,,,-0.002459,0.002614,0.079761,0.996808,1.580168,-0.376732,-1.116199
1424,14.240000,,,,,,,,,,,,,,
1425,14.250000,,,,,,,,,,,,,,
1426,14.260000,,,,,,,,,,,,,,
1427,14.270000,,,,,,,,,,,,,,
1428,14.280000,,,,,,,,,,,,,,
1429,14.290000,,,,,,,,,,,,,,
